phrases_x,phrases_y,similarities
What is the complete profile of the top oil rigs?,how company compares to its peers?,1.38114
What is the complete profile of the top oil rigs?,what is the detailed income statement breakdown of Axa?,1.0547148
What is the complete profile of the top oil rigs?,world premium penetration in 2020,1.4432304
What is the complete profile of the top oil rigs?,How does the forecasted insurance premium penetration in country trend compare to its peers?,0.99735343
What is the complete profile of the top oil rigs?,what are the total losses for companies in country  non life market?,0.9117854
What is the complete profile of the top oil rigs?,Insurance premiums market in Country,1.7899336
What is the complete profile of the top oil rigs?,"How have the profit margins been for the airlines industry through the years, by regions?",0.937499
What is the complete profile of the top oil rigs?,What is the complete profile of the top oil rigs?,0.0
What is the complete profile of the top oil rigs?,what is company general information?,1.098465
What is the complete profile of the top oil rigs?,How is the airline industry performing globally?,1.0661964
What is the complete profile of the top oil rigs?,how does economic profit for in country compare to others?,1.0531709
What is the complete profile of the top oil rigs?,most profitable insurance company India,1.4519647
What is the complete profile of the top oil rigs?,Give me a detailed breakup of the income and expenses in South-East Asia,1.0861748
What is the complete profile of the top oil rigs?,Show me all the oil rigs in the world,0.9173595
What is the complete profile of the top oil rigs?,What were the premiums earned by the Indian insurance industry in 2020?,1.0116242
What is the complete profile of the top oil rigs?,How much have premiums grown as compared to claims for India?,1.1681945
What is the complete profile of the top oil rigs?,Which are the best performing insurance firms in India?,0.9673008
What is the complete profile of the top oil rigs?,What is the ROE of the Indian market?,1.0435209
What is the complete profile of the top oil rigs?,What profits were clocked by Cholamandalam in 2020?,1.1595054
What is the complete profile of the top oil rigs?,What is the premiums market share of the top 5 companies in India?,0.85422266
What is the complete profile of the top oil rigs?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,0.9747592
What is the complete profile of the top oil rigs?,Which are the main distribution channels in India?,0.98966366
What is the complete profile of the top oil rigs?,What are the risks in the motor insurance segment in India?,0.91795754
What is the complete profile of the top oil rigs?,What is the demand potential of India for insurance?,0.87197715
